SURFACE,ROLE,SCREEN NAME,ROUTE OR MOBILE NAVIGATION PATH,SOURCE FILE,SOURCE LINE,CONTROLLER OR VIEWMODEL,PERMISSION,VISIBLE TITLE,CONTROL TYPE,CONTROL NAME,TABS,CARDS,TABLES,TABLE COLUMNS,BUTTONS,DROPDOWNS,FILTERS,SEARCH FIELDS,TEXT FIELDS,DATE PICKERS,CHECKBOXES,RADIO BUTTONS,TOGGLES,UPLOAD CONTROLS,CAMERA CONTROLS,SCANNER CONTROLS,MAP CONTROLS,PAGINATION,MODALS,MENUS,ACTION MENUS,STATUS BADGES,EMPTY STATES,ERROR STATES,VALIDATION,EXPECTED ACTION,CURRENT ACTION,API ENDPOINT,DATABASE EFFECT,NEXT ROLE VISIBILITY,NOTIFICATION,TEST COVERAGE,CURRENT STATUS,DEFECT,SEVERITY,FIX STATUS
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_grocery.blade.php,route:admin.store.bulk-export-index,resources/views/layouts/admin/partials/_sidebar_grocery.blade.php,682,requires route-level trace,pos,_sidebar_grocery.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.store.bulk-export-index,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_parcel.blade.php,route:admin.dashboard,resources/views/layouts/admin/partials/_sidebar_parcel.blade.php,8,requires route-level trace,order,_sidebar_parcel.blade.php,link,Front,,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.dashboard,,not proven by view source,not proven,not proven,source token found; behavioral strength unproven,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_parcel.blade.php,not statically resolved,resources/views/layouts/admin/partials/_sidebar_parcel.blade.php,21,requires route-level trace,order,_sidebar_parcel.blade.php,toggle,toggle@21,,,,,,,,,,,,,toggle@21,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_parcel.blade.php,not statically resolved,resources/views/layouts/admin/partials/_sidebar_parcel.blade.php,29,requires route-level trace,order,_sidebar_parcel.blade.php,toggle,toggle@29,,,,,,,,,,,,,toggle@29,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_parcel.blade.php,not statically resolved,resources/views/layouts/admin/partials/_sidebar_parcel.blade.php,42,requires route-level trace,order,_sidebar_parcel.blade.php,form,form@42,,,,,,,,form@42,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_parcel.blade.php,not statically resolved,resources/views/layouts/admin/partials/_sidebar_parcel.blade.php,44,requires route-level trace,order,_sidebar_parcel.blade.php,button,button@44,,,,,button@44,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_parcel.blade.php,not statically resolved,resources/views/layouts/admin/partials/_sidebar_parcel.blade.php,45,requires route-level trace,order,_sidebar_parcel.blade.php,input:text,{{…}},,,,,,,,{{…}},{{…}},,,,,,,,,,,{{…}},,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,source token found; behavioral strength unproven,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_parcel.blade.php,route:admin.dashboard,resources/views/layouts/admin/partials/_sidebar_parcel.blade.php,54,requires route-level trace,order,_sidebar_parcel.blade.php,menu/action link,{{…}},,,,,,,,,,,,,,,,,,,,{{…}},,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.dashboard,,not proven by view source,not proven,not proven,source token found; behavioral strength unproven,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_parcel.blade.php,not statically resolved,resources/views/layouts/admin/partials/_sidebar_parcel.blade.php,74,requires route-level trace,order,_sidebar_parcel.blade.php,menu/action link,{{…}},,,,,,,,,,,,,{{…}},,,,,,,{{…}},,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_parcel.blade.php,route:admin.parcel.orders,resources/views/layouts/admin/partials/_sidebar_parcel.blade.php,84,requires route-level trace,order,_sidebar_parcel.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.parcel.orders,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_parcel.blade.php,route:admin.parcel.orders,resources/views/layouts/admin/partials/_sidebar_parcel.blade.php,97,requires route-level trace,order,_sidebar_parcel.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.parcel.orders,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_parcel.blade.php,route:admin.parcel.orders,resources/views/layouts/admin/partials/_sidebar_parcel.blade.php,110,requires route-level trace,order,_sidebar_parcel.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.parcel.orders,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_parcel.blade.php,route:admin.parcel.orders,resources/views/layouts/admin/partials/_sidebar_parcel.blade.php,122,requires route-level trace,order,_sidebar_parcel.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.parcel.orders,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_parcel.blade.php,route:admin.parcel.orders,resources/views/layouts/admin/partials/_sidebar_parcel.blade.php,134,requires route-level trace,order,_sidebar_parcel.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.parcel.orders,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_parcel.blade.php,route:admin.parcel.orders,resources/views/layouts/admin/partials/_sidebar_parcel.blade.php,147,requires route-level trace,order,_sidebar_parcel.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.parcel.orders,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_parcel.blade.php,route:admin.parcel.orders,resources/views/layouts/admin/partials/_sidebar_parcel.blade.php,159,requires route-level trace,order,_sidebar_parcel.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.parcel.orders,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_parcel.blade.php,route:admin.parcel.orders,resources/views/layouts/admin/partials/_sidebar_parcel.blade.php,171,requires route-level trace,order,_sidebar_parcel.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.parcel.orders,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_parcel.blade.php,route:admin.order.offline_verification_list,resources/views/layouts/admin/partials/_sidebar_parcel.blade.php,185,requires route-level trace,order,_sidebar_parcel.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.order.offline_verification_list,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_parcel.blade.php,not statically resolved,resources/views/layouts/admin/partials/_sidebar_parcel.blade.php,202,requires route-level trace,order,_sidebar_parcel.blade.php,menu/action link,{{…}},,,,,,,,,,,,,{{…}},,,,,,,{{…}},,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_parcel.blade.php,route:admin.parcel.list,resources/views/layouts/admin/partials/_sidebar_parcel.blade.php,212,requires route-level trace,order,_sidebar_parcel.blade.php,link,{{…}},,,,,,,,{{…}},,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.parcel.list,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_parcel.blade.php,route:admin.parcel.list,resources/views/layouts/admin/partials/_sidebar_parcel.blade.php,225,requires route-level trace,order,_sidebar_parcel.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.parcel.list,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_parcel.blade.php,route:admin.promotional-banner.add-new,resources/views/layouts/admin/partials/_sidebar_parcel.blade.php,256,requires route-level trace,order,_sidebar_parcel.blade.php,menu/action link,{{…}},,,,,,,,,,,,,,,,,,,,{{…}},,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.promotional-banner.add-new,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_parcel.blade.php,route:admin.parcel.category.index,resources/views/layouts/admin/partials/_sidebar_parcel.blade.php,279,requires route-level trace,order,_sidebar_parcel.blade.php,menu/action link,{{…}},,,,,,,,,,,,,,,,,,,,{{…}},,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.parcel.category.index,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_parcel.blade.php,not statically resolved,resources/views/layouts/admin/partials/_sidebar_parcel.blade.php,300,requires route-level trace,order,_sidebar_parcel.blade.php,menu/action link,{{…}},,,,,,,,,,,,,{{…}},,,,,,,{{…}},,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_parcel.blade.php,route:admin.parcel.settings,resources/views/layouts/admin/partials/_sidebar_parcel.blade.php,311,requires route-level trace,order,_sidebar_parcel.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.parcel.settings,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,layouts/admin/partials/_sidebar_parcel.blade.php,route:admin.parcel.cancellationSettings,resources/views/layouts/admin/partials/_sidebar_parcel.blade.php,321,requires route-level trace,order,_sidebar_parcel.blade.php,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.parcel.cancellationSettings,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
